ERR2270938_all	ERR2270939_all	ERR2270940_all	ERR2270941_all	ERR2270960_all	ERR2270961_all	ERR2270962_all	ERR2271042_all	ERR2271043_all	ERR2271236_all	ERR2271237_all	lvl_type	name
0	0	0	0	0	1	1	0	1	1	0	G	Solitalea
0	0	0	0	0	0	1	0	0	1	0	G1	unclassified Solitalea
0	0	0	0	0	0	1	0	0	1	0	S	Solitalea sp. S2-8
0	0	0	0	0	1	0	0	1	0	0	S	Solitalea canadensis
0	0	0	0	0	1	0	0	1	0	0	S1	Solitalea canadensis DSM 3403
1	0	1	0	0	0	0	0	0	0	1	G	Pseudopedobacter
1	0	1	0	0	0	0	0	0	0	1	S	Pseudopedobacter saltans
1	0	1	0	0	0	0	0	0	0	1	S1	Pseudopedobacter saltans DSM 12145
0	0	1	1	0	0	0	0	0	0	0	G	Olivibacter
0	0	1	1	0	0	0	0	0	0	0	G1	unclassified Olivibacter
0	0	1	1	0	0	0	0	0	0	0	S	Olivibacter sp. LS-1
2	1	3	2	1	3	3	1	5	8	7	C	Chitinophagia
2	1	3	2	1	3	3	1	5	8	7	O	Chitinophagales
2	1	3	2	1	3	3	1	5	8	7	F	Chitinophagaceae
1	0	1	2	0	1	1	1	3	3	3	G	Chitinophaga
0	0	1	1	0	1	0	0	2	1	3	G1	unclassified Chitinophaga
0	0	1	1	0	1	0	0	0	1	1	S	Chitinophaga sp. XS-30
0	0	0	0	0	0	0	0	1	0	2	S	Chitinophaga sp. KRA15-503
0	0	0	0	0	0	1	0	0	1	0	S	Chitinophaga alhagiae
1	0	0	0	0	0	0	0	0	1	0	S	Chitinophaga agri
0	0	0	0	0	0	0	0	1	0	0	S	Chitinophaga pinensis
0	0	0	0	0	0	0	0	1	0	0	S1	Chitinophaga pinensis DSM 2588
0	0	0	0	0	0	0	1	0	0	0	S	Chitinophaga filiformis
0	0	0	1	0	0	0	0	0	0	0	S	Chitinophaga oryzae
0	0	0	0	1	0	0	0	0	1	2	G	Arachidicoccus
0	0	0	0	1	0	0	0	0	1	2	G1	unclassified Arachidicoccus
0	0	0	0	1	0	0	0	0	1	1	S	Arachidicoccus sp. BS20
0	0	0	0	0	0	0	0	0	0	1	S	Arachidicoccus sp. 5GH13-10
0	0	1	0	0	0	1	0	0	1	0	G	Niastella
0	0	1	0	0	0	1	0	0	1	0	S	Niastella koreensis
0	0	1	0	0	0	1	0	0	1	0	S1	Niastella koreensis GR20-10
1	0	1	0	0	0	0	0	0	1	0	G	Filimonas
1	0	1	0	0	0	0	0	0	1	0	S	Filimonas lacunae
0	0	0	0	0	0	0	0	1	1	0	G	Paraflavitalea
0	0	0	0	0	0	0	0	1	1	0	S	Paraflavitalea soli
0	0	0	0	0	0	1	0	0	0	1	G	Flavihumibacter
0	0	0	0	0	0	1	0	0	0	1	G1	unclassified Flavihumibacter
0	0	0	0	0	0	1	0	0	0	1	S	Flavihumibacter sp. IMCC34838
0	0	0	0	0	1	0	0	1	0	0	G	Lacibacter
0	0	0	0	0	1	0	0	1	0	0	G1	unclassified Lacibacter
0	0	0	0	0	1	0	0	1	0	0	S	Lacibacter sp. S13-6-6
0	0	0	0	0	0	0	0	0	0	1	G	Pseudobacter
0	0	0	0	0	0	0	0	0	0	1	S	Pseudobacter ginsenosidimutans
0	0	0	0	0	0	0	0	0	1	0	G	Pseudocnuella
0	0	0	0	0	0	0	0	0	1	0	S	Pseudocnuella soli
0	0	0	0	0	1	0	0	0	0	0	G	Niabella
0	0	0	0	0	1	0	0	0	0	0	S	Niabella ginsenosidivorans
0	1	0	0	0	0	0	0	0	0	0	G	Panacibacter
0	1	0	0	0	0	0	0	0	0	0	S	Panacibacter ginsenosidivorans
2	0	0	0	0	0	0	1	1	1	0	O	Bacteroidetes Order II. Incertae sedis
2	0	0	0	0	0	0	1	1	1	0	F	Rhodothermaceae
1	0	0	0	0	0	0	1	0	1	0	G	Salinibacter
1	0	0	0	0	0	0	1	0	1	0	S	Salinibacter ruber
0	0	0	0	0	0	0	0	1	0	0	G	Rhodothermus
0	0	0	0	0	0	0	0	1	0	0	S	Rhodothermus marinus
0	0	0	0	0	0	0	0	0	1	0	P1	Bacteroidetes incertae sedis
0	0	0	0	0	0	0	0	0	1	0	O	Candidatus Sulfidibacteriales
0	0	0	0	0	0	0	0	0	1	0	G	Candidatus Sulfidibacterium
0	0	0	0	0	0	0	0	0	1	0	S	Candidatus Sulfidibacterium hydrothermale
4	0	2	2	0	0	1	2	1	3	2	P	Chlorobi
4	0	2	2	0	0	1	2	1	3	2	C	Chlorobia
4	0	2	2	0	0	1	2	1	3	2	O	Chlorobiales
4	0	2	2	0	0	1	2	1	3	2	F	Chlorobiaceae
2	0	2	2	0	0	0	2	0	2	0	F1	Chlorobium/Pelodictyon group
0	0	1	1	0	0	0	1	0	2	0	G	Pelodictyon
0	0	1	1	0	0	0	1	0	1	0	S	Pelodictyon phaeoclathratiforme
0	0	1	1	0	0	0	1	0	1	0	S1	Pelodictyon phaeoclathratiforme BU-1
0	0	0	0	0	0	0	0	0	1	0	S	Pelodictyon luteolum
0	0	0	0	0	0	0	0	0	1	0	S1	Pelodictyon luteolum DSM 273
2	0	1	1	0	0	0	1	0	0	0	G	Chlorobium
0	0	0	1	0	0	0	1	0	0	0	S	Chlorobium phaeobacteroides
0	0	0	1	0	0	0	1	0	0	0	S1	Chlorobium phaeobacteroides DSM 266
1	0	1	0	0	0	0	0	0	0	0	S	Chlorobium phaeovibrioides
1	0	0	0	0	0	0	0	0	0	0	S	Chlorobium limicola
1	0	0	0	0	0	0	0	0	0	0	S1	Chlorobium limicola DSM 245
2	0	0	0	0	0	1	0	1	0	0	G	Chlorobaculum
1	0	0	0	0	0	1	0	0	0	0	S	Chlorobaculum limnaeum
1	0	0	0	0	0	0	0	0	0	0	S	Chlorobaculum parvum
1	0	0	0	0	0	0	0	0	0	0	S1	Chlorobaculum parvum NCIB 8327
0	0	0	0	0	0	0	0	0	1	1	G	Prosthecochloris
0	0	0	0	0	0	0	0	0	1	1	G1	unclassified Prosthecochloris
0	0	0	0	0	0	0	0	0	0	1	S	Prosthecochloris sp. HL-130-GSB
0	0	0	0	0	0	0	0	0	1	0	S	Prosthecochloris sp. GSB1
0	0	0	0	0	0	0	0	0	0	1	G	Chloroherpeton
0	0	0	0	0	0	0	0	0	0	1	S	Chloroherpeton thalassium
0	0	0	0	0	0	0	0	0	0	1	S1	Chloroherpeton thalassium ATCC 35110
1	0	0	0	1	0	0	0	0	0	1	P	Ignavibacteriae
1	0	0	0	1	0	0	0	0	0	1	C	Ignavibacteria
1	0	0	0	1	0	0	0	0	0	1	O	Ignavibacteriales
1	0	0	0	1	0	0	0	0	0	0	F	Ignavibacteriaceae
1	0	0	0	1	0	0	0	0	0	0	G	Ignavibacterium
1	0	0	0	1	0	0	0	0	0	0	S	Ignavibacterium album
1	0	0	0	1	0	0	0	0	0	0	S1	Ignavibacterium album JCM 16511
0	0	0	0	0	0	0	0	0	0	1	F	Melioribacteraceae
0	0	0	0	0	0	0	0	0	0	1	G	Melioribacter
0	0	0	0	0	0	0	0	0	0	1	S	Melioribacter roseus
0	0	0	0	0	0	0	0	0	0	1	S1	Melioribacter roseus P3M-2
2	0	0	0	0	0	0	0	0	2	0	P	Gemmatimonadetes
2	0	0	0	0	0	0	0	0	2	0	C	Gemmatimonadetes
2	0	0	0	0	0	0	0	0	2	0	O	Gemmatimonadales
2	0	0	0	0	0	0	0	0	2	0	F	Gemmatimonadaceae
1	0	0	0	0	0	0	0	0	2	0	G	Gemmatimonas
0	0	0	0	0	0	0	0	0	2	0	S	Gemmatimonas groenlandica
1	0	0	0	0	0	0	0	0	0	0	S	Gemmatimonas aurantiaca
1	0	0	0	0	0	0	0	0	0	0	S1	Gemmatimonas aurantiaca T-27
1	0	0	0	0	0	0	0	0	0	0	G	Gemmatirosa
1	0	0	0	0	0	0	0	0	0	0	S	Gemmatirosa kalamazoonesis
1	0	0	0	0	0	0	0	0	0	0	P	Candidatus Cloacimonetes
1	0	0	0	0	0	0	0	0	0	0	G	Candidatus Cloacimonas
1	0	0	0	0	0	0	0	0	0	0	S	Candidatus Cloacimonas acidaminovorans
1	0	0	0	0	0	0	0	0	0	0	S1	Candidatus Cloacimonas acidaminovorans str. Evry
667	267	1496	982	1854	10280	249	310	11716	493	1124	P	Proteobacteria
500	130	1390	811	1795	10216	214	136	11512	213	837	C	Gammaproteobacteria
147	71	1281	738	1718	10117	168	75	11352	81	690	O	Enterobacterales
113	59	1255	708	1680	10008	151	68	11311	51	659	F	Enterobacteriaceae
25	21	739	209	772	4024	64	41	4117	14	325	G	Escherichia
21	16	685	179	697	3617	56	38	3609	11	302	S	Escherichia coli
1	0	4	2	13	38	0	0	38	0	0	S1	Escherichia coli O157:H7
0	0	0	0	1	3	0	0	0	0	0	S2	Escherichia coli O157:H7 str. SS17
0	0	0	1	0	0	0	0	0	0	0	S2	Escherichia coli O157:H7 str. TW14588
0	0	0	0	0	8	0	0	11	0	0	S1	Escherichia coli O18ac:H14
0	0	0	1	2	12	0	0	2	0	0	S1	Escherichia coli O157
0	0	0	0	1	6	0	0	9	0	0	S1	Escherichia coli O44:H18
0	0	0	0	1	6	0	0	9	0	0	S2	Escherichia coli 042
0	0	0	0	1	15	0	0	0	0	0	S1	Escherichia coli O145:NM
0	0	0	0	1	8	0	0	4	0	1	S1	Escherichia coli O167:H26
0	0	0	0	2	7	0	0	3	0	0	S1	Escherichia coli O145
0	0	0	0	0	5	0	0	6	0	0	S1	Escherichia coli O158:H23
0	0	0	0	1	3	0	0	5	0	1	S1	Escherichia coli O19:H7
0	0	0	1	0	4	0	0	4	0	0	S1	Escherichia coli O55:H7
0	0	0	1	1	4	0	0	3	0	0	S1	Escherichia coli K-12
0	0	0	0	0	3	0	0	1	0	0	S2	Escherichia coli str. K-12 substr. MG1655star
0	0	0	1	1	0	0	0	1	0	0	S2	Escherichia coli str. K-12 substr. MG1655
0	0	0	0	0	2	0	0	5	0	1	S1	Escherichia coli ATCC 8739
0	0	1	0	1	2	0	0	4	0	0	S1	Escherichia coli O157:H16
0	0	0	0	1	0	0	0	0	0	0	S2	Escherichia coli O157:H16 str. 98-3133
0	0	0	0	0	1	0	0	6	0	0	S1	Escherichia coli O43
0	0	0	0	0	1	0	0	6	0	0	S2	Escherichia coli O43 str. RM10042
0	0	0	0	1	3	0	0	3	0	0	S1	Escherichia coli O104:H4
0	0	0	0	1	0	0	0	1	0	0	S2	Escherichia coli O104:H4 str. 2009EL-2050
0	0	0	0	0	1	0	0	0	0	0	S2	Escherichia coli O104:H4 str. 2011C-3493
0	0	0	0	0	1	0	0	0	0	0	S2	Escherichia coli O104:H4 str. C227-11
0	0	0	0	1	3	0	0	1	0	1	S1	Escherichia coli ED1a
0	0	0	0	1	0	0	0	4	0	1	S1	Escherichia coli O8:H8
0	0	0	1	0	4	0	0	1	0	0	S1	Escherichia coli O80:H26
0	0	0	1	0	5	0	0	0	0	0	S1	Escherichia coli O45:H2
0	0	0	0	0	1	0	0	1	0	3	S1	Escherichia coli APEC O2-211
0	0	0	0	0	1	0	0	4	0	0	S1	Escherichia coli APEC IMT5155
0	0	0	0	0	2	0	0	2	0	1	S1	Escherichia coli O150:H6
0	0	0	0	0	4	0	0	1	0	0	S1	Escherichia coli O145:H28
0	0	0	0	0	1	0	0	0	0	0	S2	Escherichia coli O145:H28 str. RM12581
0	0	0	0	1	3	0	0	1	0	0	S1	Escherichia coli O119
0	0	0	0	1	3	0	0	1	0	0	S2	Escherichia coli O119:H6
0	0	0	0	3	1	0	0	1	0	0	S1	Escherichia coli E110019
0	0	1	0	0	0	0	0	4	0	0	S1	Escherichia coli O85:H1
0	0	0	0	0	0	0	1	3	0	0	S1	Escherichia coli M8
0	0	0	0	0	1	0	0	3	0	0	S1	Escherichia coli O68:H12
0	0	0	0	0	1	0	0	3	0	0	S1	Escherichia coli O103:H2
0	0	0	0	0	1	0	0	3	0	0	S2	Escherichia coli O103:H2 str. 12009
0	0	0	0	0	2	0	0	2	0	0	S1	Escherichia coli O170:H18
0	0	0	0	0	3	0	0	1	0	0	S1	Escherichia coli O139:H28
0	0	0	0	0	3	0	0	1	0	0	S2	Escherichia coli O139:H28 str. E24377A
0	0	0	0	0	3	0	0	1	0	0	S1	Escherichia coli O10:H32
0	0	0	0	1	3	0	0	0	0	0	S1	Escherichia coli O39:NM
0	0	0	0	1	3	0	0	0	0	0	S2	Escherichia coli O39:NM str. F8704-2
0	0	0	1	0	2	0	0	1	0	0	S1	Escherichia coli UM146
0	0	0	0	0	1	0	0	2	0	0	S1	Escherichia coli O126:H45
0	0	0	0	0	1	0	0	2	0	0	S1	Escherichia coli O121
0	0	0	0	0	1	0	0	2	0	0	S2	Escherichia coli O121 str. RM8352
0	0	0	0	0	2	0	0	0	0	1	S1	Escherichia coli O8:H28
0	0	0	0	0	3	0	0	0	0	0	S1	Escherichia coli O103
0	0	0	0	0	3	0	0	0	0	0	S2	Escherichia coli O103 str. RM8385
0	0	1	0	0	1	0	0	1	0	0	S1	Escherichia coli Nissle 1917
0	0	1	0	0	1	0	0	1	0	0	S1	Escherichia coli O25:H4
0	0	0	0	0	0	0	0	1	0	1	S1	Escherichia coli O99:H6
0	0	0	0	0	0	0	0	2	0	0	S1	Escherichia coli O152:H23
0	0	0	0	0	0	0	0	2	0	0	S1	Escherichia coli 1303
0	0	0	0	0	1	0	0	1	0	0	S1	Escherichia coli 536
0	0	0	0	0	1	0	0	1	0	0	S1	Escherichia coli O112ab:H8
0	0	0	0	0	1	0	0	1	0	0	S1	Escherichia coli UMNF18
0	0	0	0	0	1	0	0	1	0	0	S1	Escherichia coli O27:H7
0	0	0	0	0	1	0	0	1	0	0	S1	Escherichia coli O169:H41
0	0	0	0	0	1	0	0	0	0	1	S1	Escherichia coli PMV-1
0	0	0	0	0	1	0	0	1	0	0	S1	Escherichia coli O121:H19
0	0	0	0	0	2	0	0	0	0	0	S1	Escherichia coli O20:H12
0	0	0	0	0	2	0	0	0	0	0	S1	Escherichia coli 55989
0	0	0	0	1	0	0	0	1	0	0	S1	Escherichia coli O78
0	0	0	0	1	1	0	0	0	0	0	S1	Escherichia coli O9:H10
0	0	0	0	0	0	0	0	0	0	1	S1	Escherichia coli O18:H1
0	0	0	0	0	0	0	0	0	0	1	S1	Escherichia coli O2:H6
0	0	0	0	0	0	0	0	1	0	0	S1	Escherichia coli IAI1
0	0	0	0	0	0	0	0	1	0	0	S1	Escherichia coli O111:H-
0	0	0	0	0	0	0	0	1	0	0	S1	Escherichia coli O91:H21
0	0	0	0	0	0	0	0	1	0	0	S1	Escherichia coli KO11FL
0	0	0	0	0	0	0	0	1	0	0	S1	Escherichia coli W
0	0	0	0	0	0	0	0	1	0	0	S1	Escherichia coli IAI39
0	0	0	0	0	0	0	0	1	0	0	S1	Escherichia coli O83:H1
0	0	0	0	0	0	0	0	1	0	0	S2	Escherichia coli O83:H1 str. NRG 857C
0	0	0	0	0	0	0	0	1	0	0	S1	Escherichia coli O178:H19
0	0	0	0	0	0	0	0	1	0	0	S1	Escherichia coli O84:H7
0	0	0	0	0	0	0	0	1	0	0	S1	Escherichia coli O25:NM
0	0	0	0	0	0	0	0	1	0	0	S1	Escherichia coli APEC O18
0	0	0	0	0	0	0	0	1	0	0	S1	Escherichia coli B
0	0	0	0	0	0	0	0	1	0	0	S1	Escherichia coli O141:H4
0	0	0	0	0	0	0	0	1	0	0	S1	Escherichia coli VR50
0	0	0	0	0	0	0	0	1	0	0	S1	Escherichia coli TW11681
0	0	0	0	0	0	0	0	1	0	0	S1	Escherichia coli O25:H1
0	0	0	0	0	0	0	0	1	0	0	S1	Escherichia coli JJ1886
0	0	0	0	0	1	0	0	0	0	0	S1	Escherichia coli O26:H-
0	0	0	0	0	1	0	0	0	0	0	S1	Escherichia coli O26
0	0	0	0	0	1	0	0	0	0	0	S2	Escherichia coli O26 str. RM8426
0	0	0	0	0	1	0	0	0	0	0	S1	Escherichia coli O139:H1
0	0	0	0	0	1	0	0	0	0	0	S1	Escherichia coli H20
0	0	0	0	0	1	0	0	0	0	0	S1	Escherichia coli O23:H4
0	0	0	0	0	1	0	0	0	0	0	S1	Escherichia coli O91
0	0	0	0	0	1	0	0	0	0	0	S2	Escherichia coli O91 str. RM7190
0	0	0	0	0	1	0	0	0	0	0	S1	Escherichia coli O114:H49
0	0	0	0	0	1	0	0	0	0	0	S1	Escherichia coli O25b:H4-ST131
0	0	0	0	0	1	0	0	0	0	0	S1	Escherichia coli FAP1
0	0	0	0	0	1	0	0	0	0	0	S1	Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775
0	0	0	0	1	0	0	0	0	0	0	S1	Escherichia coli B171
0	0	0	0	1	0	0	0	0	0	0	S1	Escherichia coli O111:NM
0	0	0	0	1	0	0	0	0	0	0	S1	Escherichia coli UMNK88
0	0	0	0	1	0	0	0	0	0	0	S1	Escherichia coli SMS-3-5
0	0	1	0	0	0	0	0	0	0	0	S1	Escherichia coli O111
0	0	1	0	0	0	0	0	0	0	0	S2	Escherichia coli O111 str. RM9322
0	0	1	0	0	0	0	0	0	0	0	S1	Escherichia coli O16:H6
1	0	3	5	8	44	0	0	89	1	2	S	Escherichia albertii
0	0	3	4	10	44	0	1	67	1	2	S	Escherichia fergusonii
0	0	0	0	1	0	0	0	0	1	0	S1	Escherichia fergusonii ECD227
1	1	3	8	4	31	0	0	68	0	1	S	Escherichia marmotae
0	1	0	2	3	27	0	0	43	0	2	G1	unclassified Escherichia
0	1	0	2	3	25	0	0	41	0	2	S	Escherichia sp. E4742
0	0	0	0	0	2	0	0	2	0	0	S	Escherichia sp. SCLE84
10	2	22	10	15	942	3	2	105	6	10	G	Enterobacter
8	1	14	6	7	658	3	2	38	4	7	G1	Enterobacter cloacae complex
0	0	1	4	0	232	0	0	1	1	1	S	Enterobacter asburiae
0	0	1	1	3	36	1	1	11	0	1	S	Enterobacter cloacae
1	0	2	1	1	24	0	0	7	1	0	S	Enterobacter hormaechei
0	0	0	0	0	2	0	0	0	0	0	S1	Enterobacter hormaechei subsp. hoffmannii
0	0	0	0	0	1	0	0	0	0	0	S1	Enterobacter hormaechei subsp. xiangfangensis
1	0	2	0	0	15	0	1	2	0	1	S	Enterobacter roggenkampii
0	0	2	0	0	15	0	0	2	0	1	S	Enterobacter kobei
1	0	0	0	0	10	0	0	2	0	0	S	Enterobacter cancerogenus
0	0	0	0	0	11	0	0	1	0	0	S	Enterobacter chengduensis
1	0	2	0	0	8	0	0	0	0	0	G2	unclassified Enterobacter cloacae complex
0	0	0	0	0	3	0	0	0	0	0	S	Enterobacter cloacae complex sp. ECNIH7
0	0	2	0	0	1	0	0	0	0	0	S	Enterobacter cloacae complex sp.
0	0	0	0	0	2	0	0	0	0	0	S	Enterobacter cloacae complex sp. ECL405
0	0	0	0	0	1	0	0	0	0	0	S	Enterobacter sp. BIDMC100
0	0	0	0	0	1	0	0	0	0	0	S	Enterobacter sp. MGH 14
1	0	0	0	0	0	0	0	0	0	0	S	Enterobacter cloacae complex sp. FDA-CDC-AR_0132
0	0	0	0	1	4	0	0	2	0	1	S	Enterobacter chuandaensis
0	1	0	0	1	3	0	0	1	0	0	S	Enterobacter ludwigii
0	0	0	0	0	1	0	0	0	0	0	S	Enterobacter sichuanensis
0	0	0	2	2	39	0	0	22	1	1	G1	unclassified Enterobacter
0	0	0	0	1	3	0	0	7	0	0	S	Enterobacter sp. RHBSTW-00994
0	0	0	0	0	4	0	0	5	0	0	S	Enterobacter sp. SA187
0	0	0	0	0	7	0	0	0	0	0	S	Enterobacter sp. DSM 30060
0	0	0	0	0	6	0	0	0	0	0	S	Enterobacter sp. HK169
0	0	0	0	0	3	0	0	2	0	0	S	Enterobacter sp. JBIWA008
0	0	0	0	1	0	0	0	4	0	0	S	Enterobacter sp. JUb54
0	0	0	1	0	3	0	0	0	0	0	S	Enterobacter sp. E20
0	0	0	0	0	1	0	0	1	0	1	S	Enterobacter sp. JBIWA003
0	0	0	0	0	2	0	0	1	0	0	S	Enterobacter sp. RHBSTW-00175
0	0	0	0	0	3	0	0	0	0	0	S	Enterobacter sp. DNB-S2
0	0	0	1	0	2	0	0	0	0	0	S	Enterobacter sp. JBIWA005
0	0	0	0	0	0	0	0	2	0	0	S	Enterobacter sp. E76
0	0	0	0	0	1	0	0	0	0	0	S	Enterobacter sp. SES19
0	0	0	0	0	1	0	0	0	0	0	S	Enterobacter sp. N18-03635
0	0	0	0	0	1	0	0	0	0	0	S	Enterobacter sp. ODB01
0	1	0	0	1	4	0	0	3	0	0	S	Enterobacter mori
0	0	0	0	0	4	0	0	2	0	0	S	Enterobacter oligotrophicus
0	0	0	0	1	0	0	0	3	0	0	S	Enterobacter bugandensis
0	0	0	0	0	2	0	0	1	0	0	S	Enterobacter huaxiensis
0	0	0	0	0	0	0	0	1	0	0	S	Enterobacter soli
7	6	62	20	42	540	9	1	111	5	11	F1	Klebsiella/Raoultella group
6	3	62	16	39	514	8	0	93	5	10	G	Klebsiella
1	0	0	0	11	144	0	0	3	0	0	S	Klebsiella michiganensis
0	0	0	0	0	2	0	0	0	0	0	S1	Klebsiella michiganensis HKOPL1
0	0	0	0	0	1	0	0	0	0	0	S1	Klebsiella michiganensis E718
1	1	13	7	6	19	0	0	22	1	3	S	Klebsiella pneumoniae
0	0	0	1	0	1	0	0	1	0	0	S1	Klebsiella pneumoniae subsp. pneumoniae
0	0	0	1	0	0	0	0	0	0	0	S2	Klebsiella pneumoniae subsp. pneumoniae 1084
0	0	0	0	0	1	0	0	0	0	0	S1	Klebsiella pneumoniae MGH 39
0	0	0	0	0	1	0	0	0	0	0	S1	Klebsiella pneumoniae subsp. ozaenae
0	0	0	0	1	47	2	0	1	0	0	S	Klebsiella grimontii
1	0	28	0	1	12	0	0	5	0	3	S	Klebsiella oxytoca
0	0	1	0	0	4	0	0	12	0	1	S	Klebsiella aerogenes
0	0	2	1	0	9	0	0	6	0	0	S	Klebsiella variicola
0	0	2	2	1	4	0	0	7	0	1	G1	unclassified Klebsiella
0	0	0	0	0	1	0	0	0	0	0	S	Klebsiella sp. MPUS7
0	0	0	1	0	0	0	0	0	0	0	S	Klebsiella sp. WP3-S18-ESBL-05
0	0	1	0	0	0	0	0	0	0	0	S	Klebsiella sp. CTHL.F3a
1	0	0	1	0	3	0	0	11	0	1	S	Klebsiella quasipneumoniae
1	0	0	0	0	0	0	0	0	0	0	S1	Klebsiella quasipneumoniae subsp. quasipneumoniae
0	0	0	0	0	8	0	0	1	1	0	S	Klebsiella huaxiensis
0	0	0	0	0	1	0	0	1	0	0	S	Klebsiella quasivariicola
0	0	0	0	0	0	0	0	1	0	0	S	Klebsiella pasteurii
0	0	0	0	0	1	0	0	0	0	0	S	Klebsiella africana
1	3	0	1	3	23	1	1	18	0	1	G	Raoultella
0	0	0	0	0	14	1	1	2	0	0	S	Raoultella planticola
1	0	0	1	0	2	0	0	4	0	0	S	Raoultella ornithinolytica
0	0	0	0	0	1	0	0	2	0	0	S	Raoultella terrigena
0	0	0	0	0	0	0	0	2	0	0	G1	unclassified Raoultella
0	0	0	0	0	0	0	0	2	0	0	S	Raoultella sp. XY-1
3	3	50	17	16	114	3	0	158	2	3	G	Citrobacter
0	1	18	4	2	32	0	0	31	0	2	G1	Citrobacter freundii complex
0	0	13	4	0	18	0	0	13	0	0	S	Citrobacter freundii
0	0	0	0	0	1	0	0	0	0	0	S1	Citrobacter freundii CFNIH1
0	1	0	0	2	2	0	0	3	0	0	S	Citrobacter werkmanii
0	0	0	0	0	1	0	0	1	0	0	S	Citrobacter portucalensis
0	0	0	0	0	1	0	0	1	0	0	S	Citrobacter sedlakii
0	0	0	0	0	1	0	0	1	0	0	S	Citrobacter braakii
0	0	1	0	0	0	0	0	0	0	0	G2	unclassified Citrobacter freundii complex
0	0	1	0	0	0	0	0	0	0	0	S	Citrobacter freundii complex sp. CFNIH2
0	1	4	0	0	10	1	0	16	1	0	G1	unclassified Citrobacter
0	0	0	0	0	2	1	0	10	0	0	S	Citrobacter sp. R56
0	0	1	0	0	6	0	0	4	0	0	S	Citrobacter sp. RHB25-C09
0	1	0	0	0	1	0	0	0	0	0	S	Citrobacter sp. RHBSTW-00986
0	0	0	0	0	0	0	0	0	1	0	S	Citrobacter sp. BDA59-3
0	0	0	0	0	0	0	0	1	0	0	S	Citrobacter sp. FDAARGOS_156
0	0	1	0	0	0	0	0	0	0	0	S	Citrobacter sp. CF971
0	0	1	0	0	0	0	0	0	0	0	S	Citrobacter sp. CFNIH10
0	0	1	0	0	0	0	0	0	0	0	S	Citrobacter sp. CRE-46
0	0	0	2	2	8	0	0	9	0	0	S	Citrobacter farmeri
0	0	0	0	1	6	0	0	9	0	0	S	Citrobacter amalonaticus
0	0	0	0	1	3	0	0	6	0	0	S1	Citrobacter amalonaticus Y19
0	0	0	0	2	4	0	0	7	0	1	S	Citrobacter rodentium
0	0	0	0	0	6	0	0	4	0	0	S	Citrobacter tructae
0	0	2	0	0	2	0	0	6	0	0	S	Citrobacter pasteurii
0	0	0	1	0	2	0	0	5	0	0	S	Citrobacter koseri
0	0	0	0	0	1	0	0	3	0	0	S	Citrobacter arsenatis
1	0	4	9	10	64	0	1	75	0	5	G	Shigella
1	0	2	2	2	33	0	0	39	0	3	S	Shigella flexneri
0	0	0	0	0	7	0	0	5	0	2	S1	Shigella flexneri 3a
0	0	0	1	0	1	0	0	0	0	0	S1	Shigella flexneri 2a
0	0	0	0	0	0	0	0	1	0	0	S1	Shigella flexneri Y
0	0	0	0	0	1	0	0	0	0	0	S1	Shigella flexneri 2002017
0	0	2	4	1	10	0	1	19	0	2	S	Shigella boydii
0	0	1	0	0	2	0	0	0	0	0	S1	Shigella boydii Sb227
0	0	0	0	0	0	0	0	1	0	0	S1	Shigella boydii CDC 3083-94
0	0	0	1	4	14	0	0	8	0	0	S	Shigella dysenteriae
0	0	0	2	2	6	0	0	9	0	0	S	Shigella sonnei
8	1	4	5	7	44	0	1	61	0	6	G	Salmonella
2	1	4	3	6	29	0	1	46	0	6	S	Salmonella enterica
0	0	2	3	3	13	0	1	19	0	2	S1	Salmonella enterica subsp. enterica
0	0	0	0	0	3	0	0	3	0	1	S2	Salmonella enterica subsp. enterica serovar Choleraesuis
0	0	0	1	0	0	0	0	4	0	0	S2	Salmonella enterica subsp. enterica serovar Typhimurium
0	0	0	0	0	0	0	0	1	0	0	S3	Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1898
0	0	0	0	0	1	0	0	2	0	0	S2	Salmonella enterica subsp. enterica serovar Macclesfield
0	0	0	0	0	1	0	0	2	0	0	S3	Salmonella enterica subsp. enterica serovar Macclesfield str. S-1643
0	0	0	0	1	0	0	0	1	0	1	S2	Salmonella enterica subsp. enterica serovar Saintpaul
0	0	0	0	1	0	0	0	0	0	0	S3	Salmonella enterica subsp. enterica serovar Saintpaul str. SARA26
0	0	0	1	0	2	0	0	0	0	0	S2	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-
0	0	0	0	0	0	0	0	2	0	0	S2	Salmonella enterica subsp. enterica serovar Minnesota
0	0	0	0	0	0	0	0	2	0	0	S2	Salmonella enterica subsp. enterica serovar Enteritidis
0	0	0	0	1	0	0	0	1	0	0	S2	Salmonella enterica subsp. enterica serovar Senftenberg
0	0	0	0	0	0	0	0	1	0	0	S2	Salmonella enterica subsp. enterica serovar Derby
0	0	0	0	0	0	0	0	1	0	0	S2	Salmonella enterica subsp. enterica serovar Onderstepoort
0	0	0	0	0	0	0	0	1	0	0	S3	Salmonella enterica subsp. enterica serovar Onderstepoort str. SA20060086
0	0	0	0	0	0	0	0	1	0	0	S2	Salmonella enterica subsp. enterica serovar Rubislaw
