#Number of Samples: 11
#Total Number of Reads: 76094283
#S1	../../reports/kraken2/ERR2270938.report
#S2	../../reports/kraken2/ERR2270939.report
#S3	../../reports/kraken2/ERR2270940.report
#S4	../../reports/kraken2/ERR2270941.report
#S5	../../reports/kraken2/ERR2270960.report
#S6	../../reports/kraken2/ERR2270961.report
#S7	../../reports/kraken2/ERR2270962.report
#S8	../../reports/kraken2/ERR2271042.report
#S9	../../reports/kraken2/ERR2271043.report
#S10	../../reports/kraken2/ERR2271236.report
#S11	../../reports/kraken2/ERR2271237.report
#perc	tot_all	tot_lvl	1_all	1_lvl	2_all	2_lvl	3_all	3_lvl	4_all	4_lvl	5_all	5_lvl	6_all	6_lvl	7_all	7_lvl	8_all	8_lvl	9_all	9_lvl	10_all	10_lvl	11_all	11_lvl	lvl_type	taxid	name
0.0001	100	100	9	9	0	0	32	32	12	12	0	0	0	0	0	0	7	7	15	15	2	2	23	23	S	2488665	                  Marinobacter sp. NP-4(2019)
0.0001	87	87	4	4	1	1	2	2	11	11	3	3	1	1	0	0	5	5	12	12	13	13	35	35	S	2817656	                  Marinobacter sp. CA1
0.0001	75	75	16	16	4	4	1	1	4	4	3	3	1	1	0	0	6	6	12	12	18	18	10	10	S	1415568	                  Marinobacter sp. LV10R510-11A
0.0001	64	64	22	22	0	0	1	1	5	5	1	1	1	1	0	0	8	8	6	6	13	13	7	7	S	2769486	                  Marinobacter sp. LPB0319
0.0001	44	44	2	2	1	1	11	11	22	22	1	1	2	2	0	0	2	2	1	1	1	1	1	1	S	1671721	                  Marinobacter sp. CP1
0.0000	29	29	1	1	0	0	20	20	4	4	1	1	0	0	1	1	1	1	0	0	0	0	1	1	S	490759	                  Marinobacter sp. BSs20148
0.0003	228	141	66	47	10	4	26	20	18	11	1	0	0	0	4	2	8	3	14	12	35	17	46	25	S	2743	                Marinobacter nauticus
0.0001	45	45	4	4	5	5	6	6	2	2	1	1	0	0	2	2	2	2	1	1	14	14	8	8	S1	351348	                  Marinobacter nauticus VT8
0.0001	42	42	15	15	1	1	0	0	5	5	0	0	0	0	0	0	3	3	1	1	4	4	13	13	S1	1163748	                  Marinobacter nauticus ATCC 49840
0.0002	189	189	15	15	3	3	1	1	4	4	0	0	0	0	0	0	2	2	118	118	16	16	30	30	S	1033846	                Marinobacter adhaerens
0.0002	168	168	30	30	20	20	32	32	17	17	3	3	1	1	3	3	10	10	5	5	18	18	29	29	S	1420917	                Marinobacter salarius
0.0002	153	153	40	40	1	1	3	3	10	10	0	0	0	0	0	0	20	20	4	4	2	2	73	73	S	1420916	                Marinobacter similis
0.0001	109	109	5	5	13	13	9	9	10	10	0	0	0	0	35	35	10	10	6	6	8	8	13	13	S	1874317	                Marinobacter salinus
0.0001	68	68	9	9	1	1	3	3	8	8	1	1	0	0	1	1	4	4	22	22	13	13	6	6	S	418719	                Marinobacter salsuginis
0.0001	58	58	5	5	0	0	1	1	12	12	3	3	0	0	0	0	3	3	7	7	3	3	24	24	S	2603215	                Marinobacter fonticola
0.0000	36	36	0	0	0	0	1	1	11	11	0	0	1	1	4	4	3	3	14	14	1	1	1	1	S	330734	                Marinobacter psychrophilus
0.0326	24834	353	3151	51	860	3	1821	12	1394	12	2406	5	2388	42	1294	10	1392	15	3640	93	2382	17	4106	93	O	135622	          Alteromonadales
0.0121	9219	4	980	0	438	0	792	0	566	3	896	0	524	0	555	0	579	0	1227	0	986	0	1676	1	F	267890	            Shewanellaceae
0.0117	8926	1786	931	284	438	259	789	66	555	152	880	146	495	72	551	27	574	87	1128	143	958	270	1627	280	G	22	              Shewanella
0.0028	2138	128	253	7	36	9	267	2	132	25	164	2	154	3	29	3	87	4	387	21	250	4	379	48	G1	196818	                unclassified Shewanella
0.0003	202	202	7	7	0	0	5	5	0	0	1	1	0	0	0	0	5	5	171	171	5	5	8	8	S	2864202	                  Shewanella sp. FJAT-52076
0.0002	190	190	29	29	2	2	27	27	6	6	67	67	4	4	0	0	6	6	24	24	13	13	12	12	S	2864206	                  Shewanella sp. FJAT-53749
0.0002	153	153	11	11	0	0	18	18	8	8	51	51	1	1	2	2	6	6	21	21	4	4	31	31	S	2864212	                  Shewanella sp. FJAT-51860
0.0002	149	149	0	0	1	1	111	111	0	0	13	13	1	1	0	0	6	6	1	1	0	0	16	16	S	2864211	                  Shewanella sp. FJAT-51754
0.0002	143	143	3	3	1	1	0	0	0	0	0	0	68	68	0	0	3	3	38	38	1	1	29	29	S	2575361	                  Shewanella sp. MEBiC00475
0.0002	142	142	44	44	1	1	27	27	6	6	2	2	4	4	5	5	1	1	20	20	6	6	26	26	S	2908650	                  Shewanella sp. OM3-2
0.0001	90	90	29	29	0	0	2	2	7	7	1	1	1	1	3	3	2	2	7	7	31	31	7	7	S	2864204	                  Shewanella sp. FJAT-53555
0.0001	87	87	2	2	13	13	19	19	6	6	1	1	1	1	0	0	0	0	3	3	0	0	42	42	S	60480	                  Shewanella sp. MR-4
0.0001	87	87	22	22	0	0	0	0	0	0	0	0	2	2	0	0	10	10	7	7	40	40	6	6	S	2864205	                  Shewanella sp. FJAT-53681
0.0001	85	85	1	1	2	2	3	3	4	4	0	0	31	31	1	1	19	19	6	6	0	0	18	18	S	2029986	                  Shewanella sp. WE21
0.0001	81	81	0	0	0	0	7	7	8	8	2	2	1	1	1	1	0	0	8	8	38	38	16	16	S	94122	                  Shewanella sp. ANA-3
0.0001	78	78	12	12	1	1	5	5	2	2	16	16	13	13	4	4	7	7	9	9	3	3	6	6	S	2698686	                  Shewanella sp. Arc9-LZ
0.0001	74	74	0	0	0	0	13	13	4	4	0	0	4	4	2	2	5	5	6	6	8	8	32	32	S	2589987	                  Shewanella sp. Scap07
0.0001	72	72	0	0	0	0	3	3	8	8	0	0	0	0	0	0	1	1	3	3	48	48	9	9	S	2864207	                  Shewanella sp. FJAT-53764
0.0001	56	56	22	22	0	0	0	0	8	8	0	0	1	1	0	0	1	1	2	2	5	5	17	17	S	2775245	                  Shewanella sp. WPAGA9
0.0001	50	50	0	0	0	0	1	1	5	5	2	2	2	2	5	5	1	1	14	14	1	1	19	19	S	2803864	                  Shewanella sp. KX20019
0.0001	47	47	18	18	2	2	2	2	2	2	2	2	2	2	1	1	3	3	12	12	2	2	1	1	S	2864208	                  Shewanella sp. FJAT-53870
0.0001	42	42	20	20	1	1	1	1	3	3	0	0	5	5	1	1	2	2	4	4	3	3	2	2	S	2590015	                  Shewanella sp. SNU WT4
0.0000	38	38	13	13	0	0	0	0	9	9	0	0	1	1	0	0	1	1	1	1	11	11	2	2	S	2864213	                  Shewanella sp. FJAT-52072
0.0000	32	32	10	10	0	0	0	0	7	7	0	0	0	0	0	0	2	2	2	2	6	6	5	5	S	2864210	                  Shewanella sp. FJAT-51649
0.0000	27	27	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	4	4	19	19	1	1	S	2864209	                  Shewanella sp. FJAT-54031
0.0000	22	22	0	0	0	0	20	20	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	S	2589790	                  Shewanella sp. LC6
0.0000	21	21	0	0	0	0	0	0	9	9	1	1	8	8	0	0	0	0	1	1	0	0	2	2	S	2806008	                  Shewanella sp. LZH-2
0.0000	18	18	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	16	S	351745	                  Shewanella sp. W3-18-1
0.0000	14	14	0	0	0	0	1	1	1	1	2	2	0	0	1	1	0	0	1	1	0	0	8	8	S	2864203	                  Shewanella sp. FJAT-53532
0.0000	7	7	1	1	3	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	2	0	0	S	1930557	                  Shewanella sp. FDAARGOS_354
0.0000	3	3	0	0	0	0	0	0	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	S	2059264	                  Shewanella sp. Pdp11
0.0006	472	472	43	43	5	5	98	98	50	50	28	28	33	33	10	10	2	2	24	24	100	100	79	79	S	38313	                Shewanella algae
0.0004	296	258	27	9	12	11	22	22	6	2	94	94	21	16	13	12	22	22	35	29	6	5	38	36	S	62322	                Shewanella baltica
0.0000	16	16	8	8	1	1	0	0	3	3	0	0	2	2	0	0	0	0	0	0	1	1	1	1	S1	407976	                  Shewanella baltica OS223
0.0000	12	12	10	10	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	S1	399599	                  Shewanella baltica OS195
0.0000	5	5	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	1	1	0	0	1	1	S1	402882	                  Shewanella baltica OS185
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	S1	693971	                  Shewanella baltica OS183
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S1	693970	                  Shewanella baltica OS117
0.0000	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S1	325240	                  Shewanella baltica OS155
0.0004	294	294	2	2	0	0	4	4	1	1	1	1	1	1	260	260	7	7	2	2	1	1	15	15	S	2814293	                Shewanella sedimentimangrovi
0.0003	256	256	13	13	2	2	3	3	2	2	148	148	45	45	2	2	4	4	7	7	8	8	22	22	S	225848	                Shewanella psychrophila
0.0003	218	218	7	7	8	8	15	15	6	6	19	19	22	22	74	74	10	10	19	19	12	12	26	26	S	2829809	                Shewanella yunxiaonensis
0.0003	215	215	4	4	4	4	5	5	3	3	3	3	6	6	23	23	136	136	2	2	2	2	27	27	S	2520507	                Shewanella maritima
0.0003	191	191	55	55	2	2	8	8	11	11	3	3	3	3	4	4	6	6	9	9	12	12	78	78	S	2590884	                Shewanella glacialimarina
0.0002	186	186	13	13	0	0	5	5	4	4	124	124	22	22	7	7	0	0	4	4	7	7	0	0	S	238836	                Shewanella donghaensis
0.0002	181	181	6	6	6	6	19	19	9	9	87	87	8	8	2	2	5	5	6	6	5	5	28	28	S	24	                Shewanella putrefaciens
0.0002	179	179	3	3	0	0	5	5	7	7	1	1	0	0	0	0	2	2	115	115	5	5	41	41	S	1173586	                Shewanella litorisediminis
0.0002	169	169	32	32	37	37	7	7	20	20	1	1	3	3	4	4	11	11	14	14	31	31	9	9	S	518738	                Shewanella vesiculosa
0.0002	168	0	5	0	2	0	24	0	2	0	0	0	0	0	3	0	20	0	47	0	10	0	55	0	S	404011	                Shewanella piezotolerans
0.0002	168	168	5	5	2	2	24	24	2	2	0	0	0	0	3	3	20	20	47	47	10	10	55	55	S1	225849	                  Shewanella piezotolerans WP3
0.0002	165	165	30	30	20	20	19	19	10	10	2	2	3	3	2	2	14	14	8	8	23	23	34	34	S	712036	                Shewanella dokdonensis
0.0002	149	149	4	4	0	0	12	12	9	9	6	6	3	3	26	26	12	12	16	16	3	3	58	58	S	260364	                Shewanella marisflavi
0.0002	146	0	8	0	0	0	13	0	2	0	2	0	19	0	11	0	0	0	66	0	12	0	13	0	S	271098	                Shewanella halifaxensis
0.0002	146	146	8	8	0	0	13	13	2	2	2	2	19	19	11	11	0	0	66	66	12	12	13	13	S1	458817	                  Shewanella halifaxensis HAW-EB4
0.0002	144	144	5	5	0	0	89	89	12	12	1	1	4	4	1	1	10	10	2	2	7	7	13	13	S	2487742	                Shewanella psychromarinicola
0.0002	137	137	2	2	0	0	2	2	9	9	4	4	3	3	0	0	4	4	9	9	43	43	61	61	S	2814292	                Shewanella cyperi
0.0002	115	0	7	0	8	0	17	0	8	0	0	0	1	0	30	0	17	0	18	0	1	0	8	0	S	60217	                Shewanella violacea
0.0002	115	115	7	7	8	8	17	17	8	8	0	0	1	1	30	30	17	17	18	18	1	1	8	8	S1	637905	                  Shewanella violacea DSS12
0.0001	108	0	5	0	9	0	11	0	4	0	8	0	20	0	1	0	10	0	20	0	3	0	17	0	S	271097	                Shewanella sediminis
0.0001	108	108	5	5	9	9	11	11	4	4	8	8	20	20	1	1	10	10	20	20	3	3	17	17	S1	425104	                  Shewanella sediminis HAW-EB3
0.0001	107	107	5	5	2	2	5	5	8	8	3	3	4	4	5	5	3	3	26	26	4	4	42	42	S	150120	                Shewanella livingstonensis
0.0001	98	98	7	7	2	2	1	1	15	15	4	4	4	4	1	1	9	9	3	3	36	36	16	16	S	2814294	                Shewanella avicenniae
0.0001	95	0	7	0	2	0	17	0	8	0	2	0	1	0	0	0	2	0	14	0	1	0	41	0	S	192073	                Shewanella denitrificans
0.0001	95	95	7	7	2	2	17	17	8	8	2	2	1	1	0	0	2	2	14	14	1	1	41	41	S1	318161	                  Shewanella denitrificans OS217
0.0001	85	85	5	5	2	2	2	2	6	6	5	5	7	7	5	5	5	5	24	24	10	10	14	14	S	1738770	                Shewanella inventionis
0.0001	79	0	0	0	1	0	6	0	2	0	3	0	3	0	0	0	0	0	2	0	4	0	58	0	S	70863	                Shewanella oneidensis
0.0001	79	79	0	0	1	1	6	6	2	2	3	3	3	3	0	0	0	0	2	2	4	4	58	58	S1	211586	                  Shewanella oneidensis MR-1
0.0001	78	78	6	6	4	4	0	0	3	3	3	3	0	0	0	0	19	19	4	4	13	13	26	26	S	1965282	                Shewanella khirikhana
0.0001	74	74	4	4	0	0	11	11	3	3	3	3	15	15	6	6	9	9	15	15	4	4	4	4	S	1028752	                Shewanella aestuarii
0.0001	71	0	12	0	3	0	0	0	7	0	3	0	1	0	1	0	2	0	6	0	30	0	6	0	S	60961	                Shewanella woodyi
0.0001	71	71	12	12	3	3	0	0	7	7	3	3	1	1	1	1	2	2	6	6	30	30	6	6	S1	392500	                  Shewanella woodyi ATCC 51908
0.0001	63	0	2	0	1	0	2	0	11	0	3	0	6	0	0	0	3	0	8	0	4	0	23	0	S	70864	                Shewanella pealeana
0.0001	63	63	2	2	1	1	2	2	11	11	3	3	6	6	0	0	3	3	8	8	4	4	23	23	S1	398579	                  Shewanella pealeana ATCC 700345
0.0001	58	58	1	1	0	0	1	1	9	9	0	0	0	0	0	0	0	0	0	0	9	9	38	38	S	768528	                Shewanella indica
0.0001	56	56	24	24	3	3	0	0	1	1	0	0	0	0	0	0	14	14	6	6	4	4	4	4	S	43661	                Shewanella benthica
0.0001	51	51	2	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	29	29	0	0	18	18	S	93973	                Shewanella japonica
0.0001	45	45	3	3	1	1	16	16	7	7	1	1	0	0	1	1	3	3	3	3	3	3	7	7	S	2593655	                Shewanella psychropiezotolerans
0.0001	45	45	8	8	2	2	0	0	3	3	2	2	7	7	0	0	0	0	5	5	0	0	18	18	S	332186	                Shewanella xiamenensis
0.0001	41	0	6	0	2	0	0	0	7	0	0	0	0	0	1	0	8	0	7	0	5	0	5	0	S	60478	                Shewanella amazonensis
0.0001	41	41	6	6	2	2	0	0	7	7	0	0	0	0	1	1	8	8	7	7	5	5	5	5	S1	326297	                  Shewanella amazonensis SB2B
0.0000	37	37	5	5	0	0	14	14	1	1	1	1	1	1	1	1	1	1	3	3	3	3	7	7	S	256839	                Shewanella decolorationis
0.0000	34	34	1	1	1	1	0	0	0	0	2	2	1	1	0	0	13	13	8	8	2	2	6	6	S	2588449	                Shewanella polaris
0.0000	32	0	10	0	0	0	1	0	2	0	2	0	0	0	0	0	1	0	1	0	14	0	1	0	S	56812	                Shewanella frigidimarina
0.0000	32	32	10	10	0	0	1	1	2	2	2	2	0	0	0	0	1	1	1	1	14	14	1	1	S1	318167	                  Shewanella frigidimarina NCIMB 400
0.0000	22	22	2	2	0	0	2	2	1	1	0	0	2	2	1	1	8	8	4	4	0	0	2	2	S	1987584	                Shewanella carassii
0.0000	20	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	5	0	2	0	0	0	7	0	S	359303	                Shewanella loihica
0.0000	20	20	4	4	1	1	0	0	1	1	0	0	0	0	0	0	5	5	2	2	0	0	7	7	S1	323850	                  Shewanella loihica PV-4
0.0000	15	15	8	8	0	0	0	0	1	1	1	1	0	0	0	0	0	0	4	4	1	1	0	0	S	2018305	                Shewanella bicestrii
0.0000	7	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	3	3	S	558541	                Shewanella chilikensis
0.0004	289	0	49	0	0	0	3	0	8	0	16	0	29	0	4	0	5	0	99	0	28	0	48	0	G	2547964	              Parashewanella
0.0002	164	164	25	25	0	0	1	1	2	2	11	11	13	13	1	1	4	4	88	88	6	6	13	13	S	342950	                Parashewanella spongiae
0.0002	125	125	24	24	0	0	2	2	6	6	5	5	16	16	3	3	1	1	11	11	22	22	35	35	S	2547970	                Parashewanella tropica
0.0083	6308	144	939	6	170	0	360	1	311	0	551	0	782	0	394	0	270	0	905	122	633	6	993	9	F	267888	            Pseudoalteromonadaceae
0.0074	5661	1548	890	176	166	25	319	100	295	91	517	260	697	174	380	46	245	64	737	120	519	185	896	307	G	53246	              Pseudoalteromonas
0.0010	725	115	118	16	14	4	48	0	23	1	43	7	126	7	59	2	29	2	140	29	34	2	91	45	G1	194690	                unclassified Pseudoalteromonas
0.0002	157	157	55	55	1	1	13	13	8	8	11	11	17	17	1	1	11	11	23	23	13	13	4	4	S	116092	                  Pseudoalteromonas sp. A25
0.0002	127	127	23	23	2	2	18	18	3	3	3	3	2	2	1	1	7	7	46	46	8	8	14	14	S	1709477	                  Pseudoalteromonas sp. R3
0.0001	74	74	4	4	4	4	6	6	0	0	4	4	13	13	40	40	1	1	0	0	2	2	0	0	S	2799564	                  Pseudoalteromonas sp. LC2018020214
0.0001	60	60	1	1	0	0	0	0	2	2	1	1	45	45	5	5	3	3	2	2	1	1	0	0	S	562716	                  Pseudoalteromonas sp. CF6-2
0.0000	37	37	5	5	0	0	1	1	1	1	5	5	15	15	1	1	1	1	3	3	2	2	3	3	S	283699	                  Pseudoalteromonas sp. Bsw20308
0.0000	27	27	1	1	0	0	1	1	0	0	1	1	2	2	0	0	1	1	9	9	0	0	12	12	S	2003316	                  Pseudoalteromonas sp. GCY
0.0000	21	21	1	1	0	0	3	3	2	2	4	4	2	2	3	3	0	0	3	3	1	1	2	2	S	1720343	                  Pseudoalteromonas sp. 1_2015MBL_MicDiv
0.0000	19	19	3	3	0	0	1	1	1	1	1	1	2	2	1	1	0	0	6	6	0	0	4	4	S	1390185	                  Pseudoalteromonas sp. DL-6
0.0000	17	17	3	3	0	0	1	1	2	2	0	0	8	8	0	0	1	1	2	2	0	0	0	0	S	2916633	                  Pseudoalteromonas sp. KAN5
0.0000	16	16	0	0	0	0	0	0	0	0	1	1	5	5	0	0	0	0	7	7	0	0	3	3	S	87791	                  Pseudoalteromonas sp. PS1M3
0.0000	12	12	1	1	0	0	0	0	0	0	0	0	2	2	1	1	0	0	8	8	0	0	0	0	S	327511	                  Pseudoalteromonas sp. A22
0.0000	9	9	1	1	2	2	1	1	0	0	0	0	0	0	2	2	0	0	0	0	3	3	0	0	S	2490635	                  Pseudoalteromonas sp. Xi13
0.0000	6	6	1	1	1	1	0	0	0	0	1	1	3	3	0	0	0	0	0	0	0	0	0	0	S	2699396	                  Pseudoalteromonas sp. APM04
0.0000	6	6	2	2	0	0	3	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	S	1761891	                  Pseudoalteromonas sp. 13-15
0.0000	5	5	0	0	0	0	0	0	2	2	1	1	1	1	0	0	0	0	0	0	1	1	0	0	S	2752475	                  Pseudoalteromonas sp. JSTW
0.0000	4	4	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	1	1	S	649161	                  Pseudoalteromonas sp. 3J6
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	S	2839744	                  Pseudoalteromonas sp. SiA1
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	S	1514074	                  Pseudoalteromonas sp. NC201
0.0000	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	S	2692624	                  Pseudoalteromonas sp. M8
0.0000	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S	2587843	                  Pseudoalteromonas sp. THAF3
0.0000	2	2	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	S	2759705	                  Pseudoalteromonas sp. MT33b
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S	2785910	                  Pseudoalteromonas sp. A41-2
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	S	234831	                  Pseudoalteromonas sp. SM9913
0.0004	341	341	86	86	36	36	12	12	59	59	10	10	11	11	20	20	16	16	35	35	18	18	38	38	S	43658	                Pseudoalteromonas rubra
0.0004	335	316	39	38	4	4	42	40	7	7	8	8	18	17	4	4	25	23	66	59	9	7	113	109	S	43657	                Pseudoalteromonas luteoviolacea
0.0000	19	19	1	1	0	0	2	2	0	0	0	0	1	1	0	0	2	2	7	7	2	2	4	4	S1	1365250	                  Pseudoalteromonas luteoviolacea DSM 6061
0.0003	249	249	17	17	1	1	0	0	5	5	91	91	49	49	14	14	11	11	20	20	24	24	17	17	S	1190813	                Pseudoalteromonas shioyasakiensis
0.0003	199	199	32	32	4	4	8	8	5	5	2	2	15	15	84	84	4	4	17	17	21	21	7	7	S	1348114	                Pseudoalteromonas piratica
0.0002	189	189	24	24	14	14	8	8	11	11	6	6	41	41	12	12	7	7	40	40	16	16	10	10	S	43662	                Pseudoalteromonas piscicida
0.0002	183	128	12	12	2	1	2	1	7	7	10	9	53	51	6	5	13	9	32	12	10	10	36	11	S	247523	                Pseudoalteromonas aliena
0.0001	55	55	0	0	1	1	1	1	0	0	1	1	2	2	1	1	4	4	20	20	0	0	25	25	S1	1314866	                  Pseudoalteromonas aliena SW19
0.0002	170	0	14	0	23	0	9	0	3	0	8	0	21	0	47	0	8	0	3	0	7	0	27	0	S	28107	                Pseudoalteromonas espejiana
0.0002	170	170	14	14	23	23	9	9	3	3	8	8	21	21	47	47	8	8	3	3	7	7	27	27	S1	1314869	                  Pseudoalteromonas espejiana DSM 9414
0.0002	168	168	63	63	4	4	3	3	19	19	16	16	14	14	7	7	2	2	23	23	9	9	8	8	S	314281	                Pseudoalteromonas tunicata
0.0002	168	168	66	66	5	5	0	0	6	6	3	3	14	14	0	0	1	1	28	28	2	2	43	43	S	882626	                Pseudoalteromonas xiamenensis
0.0002	163	93	32	30	3	3	14	8	13	9	4	4	41	8	4	1	17	5	6	4	10	6	19	15	S	298657	                Pseudoalteromonas spongiae
0.0001	70	70	2	2	0	0	6	6	4	4	0	0	33	33	3	3	12	12	2	2	4	4	4	4	S1	1117319	                  Pseudoalteromonas spongiae UST010723-006
0.0002	143	0	36	0	0	0	0	0	0	0	4	0	4	0	43	0	2	0	7	0	33	0	14	0	S	206042	                Pseudoalteromonas mariniglutinosa
0.0002	143	143	36	36	0	0	0	0	0	0	4	4	4	4	43	43	2	2	7	7	33	33	14	14	S1	1315277	                  Pseudoalteromonas mariniglutinosa NCIMB 1770
0.0002	142	142	51	51	1	1	0	0	3	3	6	6	2	2	5	5	1	1	3	3	36	36	34	34	S	43660	                Pseudoalteromonas undina
0.0002	125	124	4	4	1	1	14	14	3	3	3	3	49	49	2	2	4	4	12	11	23	23	10	10	S	227	                Pseudoalteromonas carrageenovora
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S1	1314868	                  Pseudoalteromonas carrageenovora IAM 12662
0.0002	125	0	6	0	0	0	22	0	13	0	7	0	15	0	8	0	3	0	13	0	7	0	31	0	S	107327	                Pseudoalteromonas ulvae
0.0002	125	125	6	6	0	0	22	22	13	13	7	7	15	15	8	8	3	3	13	13	7	7	31	31	S1	1315306	                  Pseudoalteromonas ulvae UL12
0.0001	102	102	9	9	1	1	4	4	4	4	2	2	15	15	0	0	0	0	65	65	0	0	2	2	S	28109	                Pseudoalteromonas nigrifaciens
0.0001	97	81	68	64	0	0	3	1	5	0	0	0	0	0	1	0	0	0	2	1	7	7	11	8	S	166935	                Pseudoalteromonas translucida
0.0000	16	16	4	4	0	0	2	2	5	5	0	0	0	0	1	1	0	0	1	1	0	0	3	3	S1	1315283	                  Pseudoalteromonas translucida KMM 520
0.0001	96	96	1	1	0	0	6	6	4	4	4	4	9	9	7	7	10	10	11	11	3	3	41	41	S	339617	                Pseudoalteromonas viridis
0.0001	74	0	1	0	0	0	2	0	1	0	4	0	7	0	0	0	3	0	1	0	34	0	21	0	S	394751	                Pseudoalteromonas arctica
0.0001	74	74	1	1	0	0	2	2	1	1	4	4	7	7	0	0	3	3	1	1	34	34	21	21	S1	1117313	                  Pseudoalteromonas arctica A 37-1-2
0.0001	66	66	12	12	0	0	1	1	4	4	15	15	0	0	1	1	6	6	24	24	3	3	0	0	S	161398	                Pseudoalteromonas phenolica
0.0001	64	0	5	0	2	0	3	0	6	0	3	0	7	0	4	0	7	0	24	0	0	0	3	0	S	182141	                Pseudoalteromonas prydzensis
0.0001	64	64	5	5	2	2	3	3	6	6	3	3	7	7	4	4	7	7	24	24	0	0	3	3	S1	1315282	                  Pseudoalteromonas prydzensis ACAM 620
0.0001	63	47	3	3	25	25	14	14	0	0	0	0	2	2	0	0	0	0	2	1	16	1	1	1	S	77608	                Pseudoalteromonas distincta
0.0000	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	15	15	0	0	S1	1315279	                  Pseudoalteromonas paragorgicola KMM 3548
0.0000	33	4	3	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	25	3	0	0	0	0	S	176102	                Pseudoalteromonas agarivorans
0.0000	29	29	3	3	1	1	0	0	0	0	1	1	0	0	1	1	1	1	22	22	0	0	0	0	S1	1312369	                  Pseudoalteromonas agarivorans DSM 14585
0.0000	23	23	6	6	0	0	0	0	0	0	0	0	6	6	3	3	5	5	1	1	0	0	2	2	S	151081	                Pseudoalteromonas ruthenica
0.0000	22	22	3	3	0	0	2	2	0	0	0	0	1	1	0	0	0	0	12	12	0	0	4	4	S	267375	                Pseudoalteromonas marina
0.0000	13	13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	9	9	0	0	S	43659	                Pseudoalteromonas tetraodonis
0.0000	13	13	2	2	0	0	0	0	0	0	4	4	1	1	0	0	2	2	0	0	1	1	3	3	S	152297	                Pseudoalteromonas issachenkonii
0.0000	10	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	3	0	1	0	0	0	2	0	S	570156	                Pseudoalteromonas lipolytica
0.0000	10	10	0	0	0	0	0	0	1	1	1	1	1	1	1	1	3	3	1	1	0	0	2	2	S1	1315275	                  Pseudoalteromonas lipolytica LMEB 39
0.0000	6	6	0	0	0	0	2	2	1	1	0	0	0	0	1	1	0	0	1	1	1	1	0	0	S	621376	                Pseudoalteromonas donghaensis
0.0000	5	5	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	1	1	1	1	0	0	S	874454	                Pseudoalteromonas arabiensis
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	S	288	                Pseudoalteromonas atlantica
0.0005	397	17	33	0	3	0	8	0	7	2	28	0	76	0	9	0	22	0	33	1	97	14	81	0	G	907197	              Psychrosphaera
0.0003	213	213	10	10	1	1	7	7	1	1	2	2	42	42	3	3	18	18	21	21	70	70	38	38	S	2820710	                Psychrosphaera ytuae
0.0002	167	167	23	23	2	2	1	1	4	4	26	26	34	34	6	6	4	4	11	11	13	13	43	43	S	1266052	                Psychrosphaera aestuarii
0.0001	106	0	10	0	1	0	32	0	9	0	6	0	9	0	5	0	3	0	13	0	11	0	7	0	G	2834759	              Flocculibacter
